IncidentID,Date,State,Cityorcounty,BusinessorLocation,Address,Latitude,Longitude,Name,Type,Gender,Age,Agegoup,Status,Incidentcharacteristics,Sources,notactiveswornlocalstate,rank,agencytype,offduty,training,blueonblue,Error,ErrorDetail,ToRemove,type_new,Notes,Duplicate,duplicate_of,record_added,incident_id_changed,original_id,Businessorschool,Participantname,Agegroup,duplicate_to_delete,to_be_edited,_merge
418132,9/23/15,Texas,Paris,,700 block of DeShong Ave,33.688,-95.5506,,,male,,,Injured,"Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed",http://thepolicenews.net/default.aspx?act=Newsletter.aspx&category=News+1-2&newsletterid=56174&menugroup=Home,,Trooper,State,0,0,0,,,1,NA,,,,,,,,Trooper,Adult 18+,,,2
418393,9/23/15,Nevada,North Las Vegas,,100 block of Spur Ranch Ave,36.2311,-115.14,,,male,35,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Domestic Violence,Kidnapping/abductions/hostage","http://www.ktnv.com/news/new-details-on-north-las-vegas-shooting,https://www.reviewjournal.com/local/local-las-vegas/man-killed-north-las-vegas-officers-in-shootout-idd/",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Drew Albers,Adult 18+,,,2
418393,9/23/15,Nevada,North Las Vegas,,100 block of Spur Ranch Ave,36.2311,-115.14,,,male,40,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Domestic Violence,Kidnapping/abductions/hostage","http://www.ktnv.com/news/new-details-on-north-las-vegas-shooting,https://www.reviewjournal.com/local/local-las-vegas/man-killed-north-las-vegas-officers-in-shootout-idd/",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Jason Scarale,Adult 18+,,,2
418868,9/24/15,New York,Manhattan,,111 Centre St.,40.7168,-74.0014,,,male,,,Injured,"Shot - Wounded/Injured,Accidental Shooting,Accidental Shooting - Injury,Accidental/Negligent Discharge,Thought gun was unloaded,Officer Involved Incident,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Officer shot","http://www.dnainfo.com/new-york/20150923/chinatown/court-officer-accidentally-shoots-himself-court,http://www.nydailynews.com/new-york/state-court-officer-shoots-hand-nyc-courtroom-article-1.2372516",,Officer,State (Court),0,0,0,,,1,Self-inflicted; accidental,,,,,,,New York Civil Court,Officer Leonard,Adult 18+,,,2
419531,6/10/15,Texas,Houston,,4201 Main St,29.7343,-95.3823,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot","http://abc13.com/news/was-officer-shooting-story-made-up/998841/,https://abc13.com/officer-declared-innocent-of-shooting-another-officer-3-years-ago/4112363/,https://abc13.com/evidence-shows-metro-officer-didnt-shoot-hpd-officer-/4112363/",,Officer,Local,0,0,0,,,1,Suspect-inflicted,,,,,,,Sears,Officer Terry Smith,Adult 18+,1,,2
420407,9/26/15,Oregon,Cottage Grove,,75000 block of London Rd,43.6894,-123.08,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot","http://www.kezi.com/news/Cottage_Grove_Shooting_Suspect_Arrested_.html?utm_medium=social&utm_source=facebook_KEZI_9_News,http://registerguard.com/rg/news/local/33551788-75/social-media-todd-olson-identified-as-lane-county-sheriffs-deputy-shot-during-gunfire-exchange.html.csp,http://www.kxly.com/news/northwest/man-charged-after-allegedly-shooting-lane-county-deputy/35577520,https://www.annistonstar.com/news/crime/shooting-suspect-flees-scene-dies-after-deputies-find-him-bleeding/article_fc916c3e-a339-11e8-a16a-ffd8da7d9859.html",,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Todd Olson,Adult 18+,,,2
422570,9/30/15,South Carolina,Columbia,,3400 Forest Drive,34.0182,-80.9921,,,male,32,,Killed,"Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer killed",http://www.thestate.com/news/local/crime/article37023669.html,,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,Richland Mall,Greg Alia,Adult 18+,,,2
422721,9/28/15,District of Columbia,Washington,,1328 Fort Stevens Dr NW,38.9644,-77.0301,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot",https://www.washingtonpost.com/local/public-safety/dc-police-investigating-several-shootings-including-1-fatal/2015/09/29/66c7b7f4-66d2-11e5-9ef3-fde182507eac_story.html,,Security Guard,Private ,0,0,0,,,1,Suspect-inflicted,,,,,,,,,Adult 18+,0,,2
423195,10/1/15,California,Mariposa,,Highway 49,37.5051,-119.995,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot",http://abc30.com/news/mariposa-county-sheriffs-deputy-shot-by-suspect-at-traffic-stop/1011493/,,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Deputy,Adult 18+,,,2
423722,10/1/15,Florida,Winter Park,,State Road 436,28.6008,-81.3074,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot","http://www.mynews13.com/content/news/cfnews13/news/article.html/content/news/articles/cfn/2015/10/1/deputy_involved_shoo.html,https://www.orlandoweekly.com/Blogs/archives/2015/10/02/the-full-video-of-yesterdays-shootout-in-winter-park-is-absolutely-terrifying",,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Deputy Brian Mahan,Adult 18+,,,2
425885,10/2/15,California,Pasadena,,Ramona Street and Garfield Avenue,34.1484,-118.144,,,male,,,Injured,"Shot - Wounded/Injured,Accidental Shooting,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Officer Involved Incident,Officer Involved Shooting - Officer shot",http://abc7.com/1018241/,,Officer,Local,0,0,0,,,1,Accidental; blue on blue,,,,,,,,Officer,,,,2
428701,10/11/15,Tennessee,Cordova,,2600 block of Longshadow Lane,35.199,-89.7255,,,male,31,,Killed,"Shot - Dead (murder, accidental, suicide),Possession of gun by felon or prohibited person","http://www.wmcactionnews5.com/story/30235018/off-duty-mpd-officer-shot-and-killed,http://www.msn.com/en-us/news/us/police-off-duty-memphis-officer-fatally-shot/ar-AAfljwc?li=AAa0dzB?ocid=ansmsnnews11,http://www.wsmv.com/story/30239653/man-suspected-in-weekend-police-killing-identified",,Officer,Local,1,0,0,,,1,Suspect-inflicted,,,,,,,,Officer Terence Olridge,Adult 18+,,,2
428770,10/11/15,South Carolina,Taylors,,159 Carver Road,34.9495,-82.3063,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Officer Involved Shooting - Bystander shot,House party / Block Party / Park Party","https://www.greenvilleonline.com/story/news/2015/10/11/one-dead-taylors-police-shooting/73772180/,https://www.thestate.com/news/local/crime/article38766042.html",,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Deputy,Adult 18+,,,2
430233,10/12/15,Mississippi,Brookhaven,,635 Industrial Park Rd NE,31.6008,-90.4564,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed","http://m.wmctv.com/wmctv/db_376141/contentdetail.htm?full=true&contentguid=wO2m2i0Y&pn=&ps=#display,http://www.wapt.com/news/officer-hurt-during-standoff/35806372",,Officer,Local,0,0,Unclear,,,1,Unclear,,,,,,,Brookhaven Apartments,Officer Kenneth Collins,Adult 18+,,,2
431983,10/16/15,Georgia,Winder,,Melinda Drive,34.033,-83.6594,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed","http://accesswdun.com/article/2015/10/343103/hall-co-deputy-shot-at-barrow-co-residence,http://accesswdun.com/article/2015/10/343341/update-two-hall-co-deputies-injured-in-fridays-winder-standoff",,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer,Adult 18+,,,2
431983,10/16/15,Georgia,Winder,,Melinda Drive,34.033,-83.6594,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed","http://accesswdun.com/article/2015/10/343103/hall-co-deputy-shot-at-barrow-co-residence,http://accesswdun.com/article/2015/10/343341/update-two-hall-co-deputies-injured-in-fridays-winder-standoff",,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Jason Foreman,Adult 18+,,,2
432637,10/19/15,Minnesota,Saint Cloud,,1406 6th Avenue N.,45.5754,-94.1703,,,male,60,,Killed,"Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer killed",http://www.seattletimes.com/seattle-news/lewiston-police-will-discipline-officers-who-shot-themselves/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_seattle-news,,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,St. Cloud Hospital,Deputy Steven Sandberg,Adult 18+,,,2
433824,10/21/15,New York,Manhattan,,120th Street and FDR Drive,40.7399,-73.9727,,,male,33,,Killed,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer killed,Officer Involved Shooting - subject/suspect/perpetrator shot,Gang involvement,Criminal act with stolen gun,Stolen/Illegally owned gun{s} recovered during arrest/warrant",http://magicvalley.com/news/local/lewiston-officers-injured-by-accidental-gun-discharge/article_3ba087f7-9ff7-5ee4-84fd-5dea83cd5d57.html#utm_source=%5Bdomain%5D&utm_campaign=%2Femail-updates%2Fbreaking%2F&utm_medium=email&utm_content=headline,,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,Wagner Houses,Officer Randolph Holder,Adult 18+,,,2
433877,10/21/15,Kentucky,Prestonsburg,,Abbott Road,37.6932,-82.8419,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot",http://www.goheroes.us/53-hours/weapon-discharge-injures-two-lewiston-idaho-officers,,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Adam Dixon,Adult 18+,,,2
434457,10/21/15,New Mexico,Albuquerque,,Central and Eubank,35.0719,-106.532,,,male,47,,Killed,"Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer killed,Criminal act with stolen gun,Possession of gun by felon or prohibited person,Stolen/Illegally owned gun{s} recovered during arrest/warrant","http://www.foxnews.com/us/2015/10/22/albuquerque-police-officer-shot-outside-store-suspect-at-large/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+foxnews%2Fnational+%28Internal+-+US+Latest+-+Text%29,http://abcnews.go.com/US/wireStory/police-arrest-made-shooting-albuquerque-officer-34644409,http://www.lex18.com/story/30384568/police-albuquerque-officer-shot-in-traffic-stop-has-died,https://www.fbi.gov/albuquerque/press-releases/2015/federal-grand-jury-indicts-davon-lymon-on-narcotics-trafficking-and-firearms-charges,https://www.santafenewmexican.com/news/local_news/defendant-says-he-feared-for-life-in-albuquerque-officer-shooting/article_8013d96e-f065-50d8-bb1b-374d8f055d19.html,https://www.abqjournal.com/1312482/lymon-gets-life-with-no-possibility-of-parole-in-killing-of-officer.html",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,Walgreen's,Officer Dan Webster,Adult 18+,,,2
434561,10/22/15,Idaho,Lewiston,,1224 F Street,46.4177,-117.016,,,male,,,Injured,"Shot - Wounded/Injured,Accidental Shooting,Accidental Shooting - Injury,Accidental/Negligent Discharge,Cleaning gun,Officer Involved Incident,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Officer shot",http://www.klewtv.com/news/local/Gun-discharge-wounds-two-LPD-officers-after-training-event-335847631.html,,Officer,Local,0,1,1,,,1,Accidental; blue on blue,,,,,,,Lewiston Police Department,Officer,Adult 18+,,,2
434561,10/22/15,Idaho,Lewiston,,1224 F Street,46.4177,-117.016,,,male,,,Injured,"Shot - Wounded/Injured,Accidental Shooting,Accidental Shooting - Injury,Accidental/Negligent Discharge,Cleaning gun,Officer Involved Incident,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Officer shot","http://www.klewtv.com/news/local/Gun-discharge-wounds-two-LPD-officers-after-training-event-335847631.html,http://magicvalley.com/news/local/lewiston-officers-injured-by-accidental-gun-discharge/article_3ba087f7-9ff7-5ee4-84fd-5dea83cd5d57.html#utm_source=%5Bdomain%5D&utm_campaign=%2Femail-updates%2Fbreaking%2F&utm_medium=email&utm_content=headline,http://www.goheroes.us/53-hours/weapon-discharge-injures-two-lewiston-idaho-officers,http://www.seattletimes.com/seattle-news/lewiston-police-will-discipline-officers-who-shot-themselves/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_seattle-news",,Officer,Local,0,1,0,,,1,Self-inflicted; accidental,,,,,,,Lewiston Police Department,Officer,Adult 18+,,,2
436083,10/25/15,Georgia,Talking Rock,,1600 block of Carver Mill Road,34.498,-84.601,,,male,44,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Domestic Violence","http://www.11alive.com/story/news/local/2015/10/24/two-deputies-shot-pickens-county/74569260/,http://www.pickensprogressonline.com/2015/news/recent-stories-index/3936-officers-wounded-in-exchange-fire-suspect-killed,http://savannahnow.com/news/2015-10-26/authorities-man-killed-georgia-shootout-2-deputies-hurt",,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Deputy Todd Musgrave,Adult 18+,,,2
436083,10/25/15,Georgia,Talking Rock,,1600 block of Carver Mill Road,34.498,-84.601,,,male,37,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Domestic Violence","http://www.11alive.com/story/news/local/2015/10/24/two-deputies-shot-pickens-county/74569260/,http://www.pickensprogressonline.com/2015/news/recent-stories-index/3936-officers-wounded-in-exchange-fire-suspect-killed,http://savannahnow.com/news/2015-10-26/authorities-man-killed-georgia-shootout-2-deputies-hurt",,Sergeant,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Sgt Travis Curran,Adult 18+,,,2
436126,10/25/15,Tennessee,Algood,,Burton Branch Rd,36.1786,-85.4586,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot","http://wkrn.com/2015/10/24/officer-shot-in-putnam-county-suspected-gunman-on-lose/,http://www.wbko.com/content/news/BREAKING-Police-search-for-shooter-in-Cumberland-County--336711321.html,http://wreg.com/2015/10/24/man-shoots-tenn-officer-gets-into-shootout-with-ky-police-after-fleeing/,http://www.wsmv.com/story/30355254/dispatcher-comforts-wounded-officer-in-audio-recordings",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Ahscari Valencia,Adult 18+,,,2
436583,10/26/15,Louisiana,New Orleans,,3300 block of Alvar Street,29.9908,-90.0295,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Drive-by (car to street, car to car)","http://www.khou.com/story/news/nation-now/2015/10/25/new-orleans-police-officer-shot/74608888/,http://www.ksla.com/story/30345986/nopd-officer-shot-in-desire-neighborhood,http://www.wwltv.com/news/shot-in-drive-by-nopd-officer-thanks-god-for-those-who-saved-him/63677983,http://www.nola.com/crime/index.ssf/2016/03/nopd_officer_shooting_frick_wi.html#incart_river_index",,Commander,Local,1,0,0,,,1,Suspect-inflicted,,,,,,,,Cmdr. Derek Frick,Adult 18+,,,2
437529,10/25/15,Florida,Key West,,Sunshine St and Third Ave,24.5611,-81.7733,,,male,25,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot","http://www.nbcmiami.com/news/local/Deputy-Shot-in-Florida-Keys-Saved-by-Bulletproof-Vest-337053241.html,https://www.miamiherald.com/news/local/community/florida-keys/article212155819.html",,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Deputy Josh Gordon,Adult 18+,,,2
438151,10/28/15,Georgia,Savannah,,37th Street and Ogeechee Road,32.0609,-81.1107,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed",http://wsav.com/2015/10/28/update-early-morning-multiple-officer-involved-shooting-under-further-investigation/,,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Michael Gonzales,Adult 18+,,,2
438151,10/28/15,Georgia,Savannah,,37th Street and Ogeechee Road,32.0609,-81.1107,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed",http://wsav.com/2015/10/28/update-early-morning-multiple-officer-involved-shooting-under-further-investigation/,,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Ruben Colon,Adult 18+,,,2
438358,10/29/15,Pennsylvania,Ambridge,,Harmony Rd and Beaver Rd,40.6093,-80.2234,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Drive-by (car to street, car to car),Possession of gun by felon or prohibited person","http://www.wtae.com/news/police-officer-shot-in-beaver-county/36089440,http://www.wpxi.com/news/news/local/breaking-state-police-hold-briefing-shooting-invol/npCsm/,http://pittsburgh.cbslocal.com/2015/10/31/suspect-in-officer-shooting-in-custody-officer-recovering/,http://pittsburgh.cbslocal.com/2015/12/22/man-accused-of-shooting-harmony-twp-cop-to-stand-trial/,http://wkbn.com/2017/09/16/man-convicted-of-attempted-homicide-in-shooting-of-officer/,http://wkbn.com/2017/09/16/man-convicted-of-attempted-homicide-in-shooting-of-officer/",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Alan Loskoch,Adult 18+,,,2
438864,10/28/15,Mississippi,Smithville,,60021 Sizemore Road,33.9846,-88.4678,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Drug involvement","http://www.msnewsnow.com/story/30372248/man-killed-deputy-injured-in-monroe-county-shooting,https://www.clarionledger.com/story/news/2015/10/28/fatal-deputy-involved-shooting-monroe-county/74730994/",,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Deputy,Adult 18+,,,2
439134,10/30/15,Tennessee,Hohenwald,,200 block of North Park Street,35.5507,-87.5521,,,male,39,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed",http://www.wsmv.com/story/30389473/2-officers-shot-in-hohenwald-1-flown-to-vanderbilt,,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Robert Allen Carroll,Adult 18+,,,2
439134,10/30/15,Tennessee,Hohenwald,,200 block of North Park Street,35.5507,-87.5521,,,male,38,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed",http://www.wsmv.com/story/30389473/2-officers-shot-in-hohenwald-1-flown-to-vanderbilt,,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Deputy Robin Hooks,Adult 18+,,,2
439412,10/30/15,California,Arcata,,Young Lane,40.8616,-124.157,,,male,,,Injured,"Shot - Wounded/Injured,Accidental Shooting,Accidental Shooting - Injury,Accidental/Negligent Discharge,Officer Involved Incident,Officer Involved Shooting - Officer shot,Gun range/gun shop/gun show shooting",http://kymkemp.com/2015/10/30/man-injured-in-accidental-shooting-at-college-of-the-redwoods/,,Retired Deputy,Sheriff,NA,NA,NA,,,1,Self-inflicted; accidental,,,,,,,College of the Redwoods Firing Range,Officer,Adult 18+,,,2
439780,10/31/15,Texas,San Antonio,,8000 block of Midcrown Drive,29.5075,-98.38,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot","http://www.chron.com/news/texas/article/Texas-sheriff-s-deputy-recovering-after-shot-6602598.php,http://www.mysanantonio.com/news/local/crime/article/BCSO-honors-woman-who-nursed-wounded-deputy-6667561.php",,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,,Deputy Joseph Canales,Adult 18+,,,2
439903,11/1/15,Michigan,Detroit,,8500 block of Orangelawn Street,42.3694,-83.1541,,,male,21,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Drug involvement,Possession of gun by felon or prohibited person","http://www.wxyz.com/news/region/detroit/officer-shot-on-detroits-west-side,http://www.freep.com/story/news/local/michigan/detroit/2015/11/03/three-men-charged-following-shooting-detroit-officer/75111888/,http://www.freep.com/story/news/local/michigan/detroit/2015/11/02/5-arrested-detroit-police-officer-shooting/75029064/",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer,Adult 18+,,,2
440091,10/31/15,Utah,Midvale,,150 W. 7200 South,40.6209,-111.896,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - Bystander shot,Possession of gun by felon or prohibited person","http://www.ksl.com/index.php?sid=37180456&nid=148&title=officer-ambushed-by-gunfire-shoots-back-at-wrong-person-injures-bystander&s_cid=queue-3,http://www.deseretnews.com/article/865640388/Officer-ambushed-by-gunfire-shoots-back-at-wrong-person-injures-bystander.html?pg=all,http://www.ksl.com/?sid=37192829&nid=148&s_cid=rss-extlink,http://www.sltrib.com/news/4900577-155/man-found-guilty-of-shooting-at",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,Rocket Express Car Wash,Officer Cory Tsouras,Adult 18+,,,2
440239,11/2/15,Texas,Temple,,301 East Avenue B,31.0938,-97.339,,,male,43,,Killed,"Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer killed,Bar/club incident - in or around establishment","http://keyetv.com/news/local/central-texas-police-chief-shot-working-off-duty-job,http://www.fox7austin.com/news/texas/42849580-story,http://www.wacotrib.com/news/marlin-pd-s-chief-darrell-allen-dies-after-shooting/article_e53057ee-d8e3-57a9-9cd7-8a8df31ba612.html,http://www.officer.com/news/12137126/texas-police-chief-succumbs-to-wounds,http://kdhnews.com/news/crime/gamble-pleads-not-guilty-in-marlin-police-chief-slaying/article_c8a51118-b8d2-11e5-b8be-0b075d38d34c.html",,Chief,Local,1,0,0,,,1,Suspect-inflicted,,,,,,,Laid Back Lounge,Chief Darrell Allen,Adult 18+,,,2
440583,11/2/15,California,Eureka,,4th and Q Street,40.8047,-124.155,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed","http://www.insidebayarea.com/california/ci_29059120/chp-officer-shot-alleged-shooter-dead-after-eureka,http://www.times-standard.com/general-news/20151104/police-motive-of-chp-officers-shooter-unknown",,Trooper,State,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Steve Curtis,Adult 18+,,,2
441303,10/30/15,Texas,Crosbyton,,FM 651,33.634,-101.237,,,male,,,Injured,"Shot - Wounded/Injured,Accidental Shooting,Accidental Shooting - Injury,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,ATF/LE Confiscation/Raid/Arrest,Possession (gun(s) found during commission of other crimes),Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","http://www.kcbd.com/story/30413749/fbi-agent-was-hit-by-friendly-fire-during-extortion-case-arrest,http://www.kcbd.com/story/30475714/fbi-agent-hit-by-friendly-fire-released-from-hospital-on-monday,https://www.justice.gov/usao-ndtx/pr/crosby-county-man-sentenced-more-12-years-federal-prison-extortion-and-firearms",,Special Agent,Federal (FBI),0,0,1,,,1,Blue on blue,,,,,,,,Special Agent Mike Orndorff,Adult 18+,,,2
441316,11/2/15,Texas,Houston,,200 Hollow Tree Lane,30.0268,-95.4362,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Armed robbery with injury/death and/or evidence of DGU found,Car-jacking",http://www.kiiitv.com/story/30412166/harris-county-officer-halting-truck-theft-shot-5-times,,NA,NA,NA,NA,NA,,,1,Unverifiable - No Working Links,,,,,,,Rock Creek Apartment Complex,Officer,Adult 18+,,,2
441398,11/3/15,Indiana,Indianapolis,,South East Street and Orange Street,39.7496,-86.1495,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Drug involvement,Possession (gun(s) found during commission of other crimes)",http://fox59.com/2015/11/03/impd-officer-injured-in-shooting-on-near-south-side/,,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer,Adult 18+,,,2
441430,11/2/15,Minnesota,Hutchinson,,500 block of Harmony Lane,44.8911,-94.3756,,,male,23,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed","http://www.startribune.com/suspect-dead-after-officer-involved-shooting-in-hutchinson/339205031/,http://www.brainerddispatch.com/news/state/3874864-man-killed-officer-wounded-hutchinson-shooting,http://wjon.com/update-hutchinson-officer-shot-during-struggle-just-began-career/",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Jacob Willers,Adult 18+,,,2
441864,11/5/15,Kentucky,Richmond,,Ballard Drive,37.7561,-84.3008,,,male,33,,Killed,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer killed,Officer Involved Shooting - subject/suspect/perpetrator shot","http://www.lex18.com/story/30435080/richmond-police-officer-shot-in-head,http://www.santacruzsentinel.com/general-news/20151104/the-latest-kentucky-police-shooting-suspect-arrested",,Senior Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Det Daniel Ellis,Adult 18+,,,2
